Make,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Drivetrain,Seating Capacity,Fuel Tank Capacity,Volume,Power_bhp,Power_rpm,Torque_Nm,Torque_rpm
Honda,650000,2019,54000,Petrol,Automatic,Varanasi,White,Second,Individual,FWD,5.0,35.0,10164059.025,89.0,6000.0,110.0,4800.0
Maruti Suzuki,550000,2016,88000,Diesel,Manual,Kanpur,Blue,First,Individual,FWD,5.0,37.0,10456912.5,74.0,4000.0,190.0,2000.0
Audi,1650000,2016,139000,Diesel,Automatic,Jaipur,White,Second,Individual,AWD,5.0,64.0,12910527.48,174.0,4200.0,380.0,1750.0
Skoda,1600000,2022,1300,Petrol,Manual,Mumbai,Red,First,Individual,FWD,5.0,50.0,11986832.0,114.0,5000.0,178.0,1750.0
Hyundai,1175000,2019,20000,Petrol,Manual,Delhi,Black,First,Individual,FWD,5.0,43.0,10970312.5,121.0,6300.0,158.0,4200.0
Mitsubishi,1995000,2018,122000,Diesel,Automatic,Kota,Silver,First,Individual,RWD,7.0,70.0,15679422.0,176.0,4000.0,350.0,1800.0
Hyundai,575000,2016,38000,Diesel,Manual,Patna,Silver,First,Individual,FWD,5.0,45.0,10399534.95,89.0,4000.0,220.0,1500.0
MG,1975000,2021,18500,Diesel,Manual,Hyderabad,Red,First,Individual,FWD,5.0,60.0,15033788.0,169.0,3750.0,350.0,1750.0
Hyundai,1625000,2022,27800,Diesel,Manual,Gurgaon,White,First,Individual,FWD,5.0,50.0,12584595.0,113.0,4000.0,250.0,1500.0
Maruti Suzuki,695000,2019,46027,Petrol,Manual,Hyderabad,Blue,First,Individual,FWD,5.0,42.0,9984397.5,83.0,6000.0,115.0,4000.0
Toyota,875000,2018,23148,Petrol,Automatic,Bangalore,Red,First,Individual,FWD,5.0,42.0,11444598.75,106.0,6000.0,140.0,4200.0
Skoda,1495000,2017,28000,Petrol,Automatic,Mumbai,Grey,First,Individual,FWD,5.0,50.0,12503756.88,177.0,5100.0,250.0,1250.0
Maruti Suzuki,725000,2019,11874,Petrol,Automatic,Pune,White,First,Individual,FWD,5.0,37.0,10193472.0,82.0,6000.0,113.0,4200.0
Hyundai,875000,2017,50000,Petrol,Manual,Mumbai,Silver,First,Individual,FWD,5.0,60.0,12388978.0,122.0,6400.0,154.0,4850.0
Ford,2350000,2016,75000,Diesel,Automatic,Mohali,White,Second,Individual,RWD,7.0,80.0,16715083.44,158.0,3200.0,385.0,1600.0
BMW,2690000,2019,15500,Diesel,Automatic,Delhi,Blue,First,Individual,RWD,5.0,57.0,11989828.727,188.0,4000.0,400.0,1750.0
Maruti Suzuki,695000,2016,82445,Diesel,Manual,Hyderabad,Grey,Second,Individual,FWD,5.0,43.0,11535034.5,89.0,4000.0,200.0,1750.0
Honda,600000,2014,75574,Petrol,Manual,Jaipur,Others,Second,Individual,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Maruti Suzuki,375000,2015,64000,CNG,Manual,Mumbai,Silver,First,Individual,FWD,5.0,35.0,9146858.5,58.0,6200.0,77.0,3500.0
Hyundai,315000,2012,75000,Petrol,Manual,Pune,White,First,Individual,FWD,5.0,35.0,8863016.25,79.0,6000.0,112.7619,4000.0
Ford,775000,2019,14095,Petrol,Manual,Delhi,White,First,Individual,FWD,5.0,52.0,12055465.38,109.0,6300.0,140.0,4400.0
Audi,3075000,2017,17000,Diesel,Automatic,Delhi,White,First,Individual,FWD,5.0,75.0,13450663.11,190.0,3800.0,400.0,1750.0
Renault,415000,2014,70000,Diesel,Manual,Delhi,White,First,Individual,FWD,5.0,50.0,13325971.35,108.0,3900.0,248.0,2250.0
Maruti Suzuki,765000,2017,68000,Diesel,Manual,Delhi,Grey,First,Individual,FWD,7.0,45.0,12269698.2,89.0,4000.0,200.0,1750.0
Maruti Suzuki,520000,2018,40000,Petrol,Manual,Patna,Grey,Second,Individual,FWD,5.0,42.0,9984397.5,83.0,6000.0,115.0,4000.0
Jaguar,3900000,2015,39000,Diesel,Automatic,Delhi,Black,First,Individual,RWD,5.0,83.0,14531459.436,271.0,4000.0,600.0,2000.0
Hyundai,850000,2016,72000,Diesel,Manual,Ahmedabad,Red,First,Individual,FWD,5.0,60.0,12388978.0,126.0,4000.0,265.0,1900.0
Maruti Suzuki,969999,2016,39000,Diesel,Manual,Hyderabad,Blue,First,Individual,FWD,7.0,45.0,12269698.2,89.0,4000.0,200.0,1750.0
Maruti Suzuki,575000,2016,62000,Diesel,Manual,Ludhiana,Blue,First,Individual,FWD,5.0,37.0,10456912.5,74.0,4000.0,190.0,2000.0
Ford,3900000,2021,41086,Diesel,Automatic,Pune,White,Second,Individual,AWD,7.0,80.0,16833729.759,168.0,3500.0,420.0,2000.0
BMW,1395000,2013,65000,Diesel,Automatic,Kolkata,Black,Second,Individual,RWD,5.0,57.0,11989828.727,188.0,4000.0,400.0,1750.0
Skoda,1625000,2021,7900,Petrol,Automatic,Pune,Silver,First,Individual,FWD,5.0,50.0,11986832.0,114.0,5000.0,178.0,1750.0
Kia,1499000,2021,22000,Diesel,Automatic,Mumbai,Red,First,Individual,FWD,5.0,45.0,11777779.35,113.0,4000.0,250.0,1500.0
Volkswagen,2050000,2018,73000,Diesel,Automatic,Coimbatore,White,Second,Individual,AWD,5.0,71.0,13793588.688,141.0,4000.0,340.0,1750.0
Skoda,1300000,2016,55000,Petrol,Automatic,Hyderabad,Grey,Second,Individual,FWD,5.0,50.0,12503756.88,177.0,5100.0,250.0,1250.0
Skoda,3199000,2019,6900,Diesel,Automatic,Delhi,Grey,First,Individual,FWD,5.0,66.0,13437320.632,174.0,3600.0,350.0,1500.0
Maruti Suzuki,450000,2017,65000,Petrol,Manual,Kanpur,Grey,First,Individual,FWD,5.0,42.0,9984397.5,83.0,6000.0,115.0,4000.0
Honda,675000,2015,48000,Diesel,Manual,Mumbai,White,First,Individual,FWD,7.0,42.0,11832765.714,99.0,3600.0,200.0,1750.0
Maruti Suzuki,280000,2018,48000,Petrol,Manual,Kanpur,Silver,Second,Individual,FWD,5.0,35.0,7461361.25,47.0,6000.0,69.0,3500.0
Maruti Suzuki,425000,2018,18000,Petrol,Manual,Delhi,Grey,First,Individual,FWD,5.0,35.0,9146858.5,67.0,6200.0,90.0,3500.0
Rolls-Royce,20000000,2011,27000,Petrol,Automatic,Delhi,Blue,Third,Individual,RWD,5.0,82.5,16815038.6,570.0,5250.0,780.0,1500.0
Mercedes-Benz,1250000,2012,78000,Diesel,Automatic,Mohali,White,First,Individual,RWD,5.0,66.0,11771229.24,170.0,4200.0,400.0,2800.0
Hyundai,1175000,2014,87938,Diesel,Automatic,Bangalore,White,Second,Individual,AWD,7.0,64.0,14901068.0,194.0,3800.0,437.0,1800.0
Hyundai,545000,2019,43000,CNG,Manual,Mumbai,Silver,First,Individual,FWD,5.0,60.0,9263982.0,58.0,5500.0,84.0,4500.0
Maruti Suzuki,500000,2016,26000,Petrol,Manual,Delhi,White,First,Individual,FWD,5.0,42.0,10529721.375,83.0,6000.0,115.0,4000.0
Maruti Suzuki,390000,2015,70000,Petrol,Automatic,Ahmedabad,White,First,Individual,FWD,5.0,35.0,8985600.0,67.0,6000.0,90.0,3500.0
Maruti Suzuki,575000,2019,31000,CNG,Manual,Delhi,Grey,First,Individual,FWD,5.0,60.0,9917842.5,58.0,5500.0,78.0,3500.0
Hyundai,250000,2012,54556,Petrol,Manual,Lucknow,White,First,Individual,FWD,5.0,35.0,8863016.25,79.0,6000.0,112.7619,4000.0
Maruti Suzuki,685000,2019,74000,Petrol,Manual,Pune,Blue,First,Individual,FWD,5.0,37.0,10500957.375,89.0,6000.0,113.0,4400.0
Renault,320000,2016,64000,Petrol,Manual,Mohali,Silver,First,Individual,FWD,5.0,28.0,8585910.398,53.0,5678.0,72.0,4386.0
Maruti Suzuki,620000,2016,85000,Diesel,Manual,Karnal,White,Second,Individual,FWD,5.0,48.0,12067305.0,118.0,3750.0,320.0,1750.0
Maruti Suzuki,600000,2018,54000,Petrol,Manual,Mohali,White,First,Individual,FWD,5.0,42.0,9984397.5,83.0,6000.0,115.0,4000.0
Jeep,1750000,2019,57000,Petrol,Automatic,Hyderabad,Silver,First,Individual,FWD,5.0,60.0,13103780.4,160.0,5500.0,250.0,2500.0
Land Rover,4950000,2018,38000,Diesel,Automatic,Thane,White,First,Individual,AWD,7.0,65.0,16892902.0,177.0,4000.0,430.0,1750.0
Hyundai,1015000,2015,68566,Diesel,Automatic,Ahmedabad,White,First,Individual,FWD,5.0,60.0,12388978.0,126.0,4000.0,265.0,1900.0
Maruti Suzuki,755000,2017,57000,Petrol,Manual,Delhi,White,First,Individual,FWD,5.0,43.0,11535034.5,91.0,6000.0,130.0,4000.0
Hyundai,1825000,2021,45000,Petrol,Automatic,Delhi,White,First,Individual,FWD,5.0,50.0,12584595.0,138.0,6000.0,242.0,1500.0
Maruti Suzuki,416000,2014,60116,Petrol,Automatic,Bangalore,Grey,First,Individual,FWD,5.0,35.0,8985600.0,67.0,6000.0,90.0,3500.0
Maruti Suzuki,650000,2017,86000,Diesel,Manual,Lucknow,White,First,Individual,FWD,5.0,43.0,11535034.5,89.0,4000.0,200.0,1750.0
Honda,790000,2018,41000,Diesel,Manual,Raipur,Silver,First,Individual,FWD,5.0,40.0,11101759.866,99.0,3600.0,200.0,1750.0
Honda,540000,2015,76000,Diesel,Manual,Agra,Red,First,Individual,FWD,5.0,40.0,11251071.0,99.0,3600.0,200.0,1750.0
Maruti Suzuki,375000,2011,120000,Diesel,Manual,Hyderabad,Silver,First,Individual,FWD,5.0,42.0,9984397.5,74.0,4000.0,190.0,2000.0
BMW,3990000,2021,12500,Petrol,Automatic,Delhi,White,First,Individual,FWD,5.0,51.0,12940583.226,189.0,5000.0,280.0,1350.0
Porsche,10900000,2018,6300,Petrol,Automatic,Hyderabad,Grey,First,Corporate,RWD,2.0,54.0,10102707.699,295.0,6500.0,380.0,2150.0
Maruti Suzuki,260000,2015,25862,Petrol,Manual,Kolkata,Blue,First,Individual,FWD,5.0,35.0,8985600.0,67.0,6000.0,90.0,3500.0
Hyundai,800000,2015,90000,Diesel,Manual,Lucknow,Silver,First,Individual,FWD,5.0,60.0,12388978.0,126.0,4000.0,265.0,1900.0
Honda,745000,2016,38000,Petrol,Manual,Gurgaon,Silver,First,Individual,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Mercedes-Benz,7390000,2021,7000,Diesel,Automatic,Mumbai,Grey,First,Individual,RWD,5.0,80.0,14069266.92,192.0,3800.0,400.0,1600.0
Honda,675000,2019,74237,Petrol,Manual,Nashik,White,First,Individual,FWD,5.0,35.0,10164059.025,89.0,6000.0,110.0,4800.0
BMW,2650000,2018,53000,Diesel,Automatic,Delhi,Blue,Second,Individual,RWD,5.0,63.0,14065642.92,184.0,4000.0,350.0,1750.0
Maruti Suzuki,340000,2016,52303,Petrol,Manual,Bhopal,Grey,First,Commercial Registration,FWD,5.0,35.0,7461361.25,47.0,6000.0,69.0,3500.0
Maruti Suzuki,620000,2019,42356,Petrol,Manual,Varanasi,Red,First,Individual,FWD,5.0,37.0,10456912.5,83.0,6000.0,115.0,4000.0
Maruti Suzuki,297000,2013,84000,Diesel,Manual,Delhi,White,First,Individual,FWD,5.0,50.0,12152634.0,89.0,4000.0,200.0,1750.0
Toyota,500000,2016,114000,Diesel,Manual,Ambala Cantt,Grey,First,Individual,FWD,5.0,45.0,9661923.75,67.0,3800.0,170.0,1800.0
Hyundai,1149000,2019,26894,Petrol,Automatic,Hyderabad,Black,First,Individual,FWD,5.0,45.0,11323221.0,121.0,6400.0,151.0,4850.0
Mercedes-Benz,2650000,2017,70000,Diesel,Automatic,Pune,Brown,Second,Individual,RWD,5.0,66.0,12230553.72,168.0,3000.0,400.0,1400.0
Toyota,1375000,2012,98352,Diesel,Manual,Patna,White,First,Individual,RWD,7.0,80.0,16015820.0,169.0,3600.0,343.0,1400.0
Toyota,3090000,2017,52000,Diesel,Automatic,Mumbai,White,First,Individual,RWD,7.0,80.0,16321820.375,174.0,3400.0,450.0,1600.0
Lexus,4375000,2017,31059,Petrol,Automatic,Bangalore,Brown,First,Individual,RWD,5.0,65.0,12970685.0,202.0,5700.0,213.0,4500.0
Maruti Suzuki,749000,2017,114000,Diesel,Manual,Faridabad,Grey,First,Individual,FWD,5.0,48.0,12067305.0,118.0,3750.0,320.0,1750.0
Mahindra,785000,2017,44000,Diesel,Manual,Mumbai,White,First,Individual,RWD,7.0,60.0,13481387.175,100.0,3750.0,240.0,1600.0
Hyundai,750000,2017,72000,Diesel,Manual,Chennai,Maroon,First,Individual,FWD,5.0,45.0,10933516.0,89.0,4000.0,220.0,1500.0
Mercedes-Benz,4150000,2019,8000,Diesel,Automatic,Delhi,Blue,First,Individual,RWD,5.0,66.0,12230553.72,192.0,3800.0,400.0,1600.0
Maruti Suzuki,320000,2014,54000,Petrol,Manual,Mohali,White,First,Individual,FWD,5.0,35.0,7795670.0,67.0,6200.0,90.0,3500.0
Mercedes-Benz,1750000,2015,99000,Diesel,Automatic,Chennai,White,Second,Individual,FWD,5.0,50.0,11904592.392,134.0,3600.0,300.0,1600.0
Mahindra,944999,2019,88000,Diesel,Manual,Hyderabad,White,First,Individual,RWD,7.0,60.0,13029752.425,100.0,3750.0,240.0,1600.0
Land Rover,27500000,2020,11000,Diesel,Automatic,Hyderabad,White,Second,Individual,AWD,4.0,105.0,21236875.2,244.0,4000.0,600.0,2000.0
Ford,4100000,2021,19000,Diesel,Automatic,Hyderabad,White,First,Individual,AWD,7.0,80.0,16833729.759,168.0,3500.0,420.0,2000.0
MG,1750000,2021,33000,Petrol,Automatic,Ahmedabad,Black,First,Individual,FWD,5.0,60.0,15033788.0,141.0,5000.0,250.0,1600.0
Maruti Suzuki,811000,2018,44153,Diesel,Manual,Patna,White,First,Individual,FWD,7.0,45.0,12886799.25,89.0,4000.0,200.0,1750.0
Land Rover,6900000,2020,32368,Diesel,Automatic,Chennai,White,First,Individual,AWD,7.0,65.0,16407997.6,188.0,3500.0,420.0,1750.0
Hyundai,725000,2016,42000,Diesel,Manual,Ludhiana,White,First,Individual,FWD,5.0,43.0,10970312.5,126.0,4000.0,260.0,1900.0
Jaguar,4600000,2020,56000,Diesel,Automatic,Chennai,Blue,First,Individual,RWD,5.0,66.0,15437056.329,177.0,4000.0,430.0,1750.0
Land Rover,19300000,2019,63000,Diesel,Automatic,Bangalore,Black,First,Individual,AWD,5.0,105.0,20364426.3,244.0,4000.0,600.0,2000.0
Hyundai,650000,2017,49422,Petrol,Automatic,Pune,Silver,First,Individual,FWD,5.0,43.0,9499848.0,81.0,6000.0,114.0,4000.0
MG,1925000,2021,19000,Petrol,Automatic,Mumbai,Silver,First,Corporate,FWD,6.0,60.0,15243712.0,141.0,5000.0,250.0,1600.0
Honda,590000,2015,75258,Petrol,Automatic,Mumbai,White,First,Individual,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Hyundai,495000,2019,46000,CNG,Manual,Agra,Silver,First,Individual,FWD,5.0,60.0,9263982.0,58.0,5500.0,84.0,4500.0
Maruti Suzuki,695000,2016,68921,Diesel,Manual,Hyderabad,Red,First,Individual,FWD,5.0,37.0,10456912.5,74.0,4000.0,190.0,2000.0
Hyundai,799000,2018,79800,Diesel,Manual,Karnal,Grey,First,Individual,FWD,5.0,43.0,10970312.5,126.0,4000.0,260.0,1900.0
Volkswagen,325000,2013,53000,Petrol,Manual,Meerut,Red,Second,Individual,FWD,5.0,45.0,9702465.62,74.0,5400.0,110.0,3750.0
Mahindra,1190000,2018,59000,Diesel,Manual,Patna,White,First,Individual,RWD,7.0,60.0,16179290.4,120.0,4000.0,280.0,1800.0
Jaguar,5800000,2017,30000,Diesel,Automatic,Pune,White,First,Individual,RWD,5.0,77.0,16150191.5,225.0,4000.0,689.0,1800.0
Maruti Suzuki,750000,2021,58000,Petrol,Manual,Varanasi,White,First,Individual,FWD,5.0,37.0,10456912.5,83.0,6000.0,115.0,4000.0
Mercedes-Benz,2600000,2014,94000,Diesel,Automatic,Mumbai,White,First,Individual,AWD,5.0,70.0,18472513.744,254.0,3600.0,619.0,1600.0
Maruti Suzuki,299000,2017,45000,CNG,Manual,Pune,Silver,First,Individual,FWD,5.0,35.0,7461361.25,48.0,6000.0,69.0,3500.0
Toyota,3470000,2018,62152,Diesel,Automatic,Mumbai,Silver,First,Individual,AWD,7.0,80.0,16321820.375,174.0,3400.0,450.0,1600.0
Hyundai,1075000,2019,28000,Petrol,Automatic,Chennai,Blue,First,Individual,FWD,5.0,45.0,11349195.75,118.0,6000.0,172.0,1500.0
Hyundai,650000,2019,15000,Petrol,Automatic,Chandigarh,Silver,First,Individual,FWD,5.0,43.0,9499848.0,81.0,6000.0,114.0,4000.0
Honda,425000,2014,53610,Petrol,Manual,Gurgaon,White,Second,Individual,FWD,5.0,35.0,10088316.0,87.0,6000.0,109.0,4500.0
Nissan,445000,2014,75000,Diesel,Manual,Delhi,White,First,Individual,FWD,5.0,50.0,13185998.022,84.0,3750.0,200.0,1900.0
Maruti Suzuki,1225000,2022,16000,Petrol,Manual,Delhi,Grey,First,Individual,FWD,6.0,45.0,13412787.5,103.0,6000.0,138.0,4400.0
Audi,1350000,2015,60000,Diesel,Automatic,Delhi,Black,First,Individual,FWD,5.0,50.0,11332214.016,141.0,3500.0,320.0,1750.0
Mercedes-Benz,1450000,2014,45000,Diesel,Automatic,Ranchi,White,First,Individual,RWD,5.0,66.0,11771229.24,170.0,4200.0,400.0,2800.0
Toyota,2749000,2017,120000,Diesel,Automatic,Faridabad,White,First,Individual,AWD,7.0,80.0,16321820.375,174.0,3400.0,450.0,1600.0
Hyundai,141000,2009,56400,Petrol,Manual,Jamshedpur,Silver,Third,Individual,FWD,5.0,35.0,8644233.75,62.0,5500.0,96.0,3000.0
Hyundai,1375000,2017,70000,Diesel,Automatic,Bangalore,White,First,Individual,FWD,5.0,60.0,12388978.0,126.0,4000.0,265.0,1900.0
Toyota,1825000,2016,82567,Diesel,Manual,Bangalore,White,First,Individual,RWD,7.0,55.0,15553764.75,148.0,3400.0,343.0,1400.0
Audi,4900000,2015,32000,Diesel,Automatic,Hyderabad,Blue,First,Individual,AWD,4.0,90.0,15094644.435,247.0,4000.0,580.0,1750.0
Honda,525000,2015,68244,Diesel,Manual,Indore,Silver,Second,Individual,FWD,5.0,40.0,10344444.88,98.0,3600.0,200.0,1750.0
Audi,3300000,2014,25000,Diesel,Automatic,Chennai,Brown,Second,Individual,AWD,6.0,100.0,17528912.919,241.0,3800.0,550.0,1750.0
Hyundai,405000,2018,34000,Petrol,Manual,Hyderabad,Red,First,Individual,FWD,5.0,32.0,8125875.0,55.0,5500.0,75.0,4000.0
Audi,2550000,2017,36000,Diesel,Automatic,Delhi,Blue,First,Individual,AWD,5.0,64.0,12910527.48,184.0,3500.0,380.0,1750.0
Honda,875000,2019,36000,Petrol,Manual,Pune,Bronze,First,Individual,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Maruti Suzuki,355000,2014,68005,Petrol,Manual,Ranchi,White,First,Individual,FWD,5.0,42.0,9984397.5,85.0,6000.0,114.0,4000.0
Ford,925000,2018,74797,Diesel,Manual,Udupi,White,First,Individual,FWD,5.0,52.0,11622006.09,99.0,3750.0,205.0,1750.0
Land Rover,6500000,2021,12000,Diesel,Automatic,Hyderabad,White,First,Individual,AWD,5.0,57.0,15112632.0,177.0,4000.0,430.0,1750.0
Hyundai,625000,2019,31000,Petrol,Manual,Kanpur,White,First,Individual,FWD,5.0,45.0,10399534.95,82.0,6000.0,115.0,4000.0
Datsun,425000,2020,7520,Petrol,Manual,Bangalore,Red,First,Individual,FWD,5.0,28.0,8243178.84,67.0,5500.0,91.0,4250.0
Hyundai,550000,2015,58078,Petrol,Manual,Mysore,Silver,Second,Individual,FWD,5.0,43.0,9499848.0,81.0,6000.0,114.0,4000.0
Volkswagen,434999,2014,79081,Diesel,Manual,Delhi,Grey,First,Individual,FWD,5.0,55.0,10919377.856,103.0,4400.0,250.0,1500.0
Mercedes-Benz,5900000,2018,28000,Diesel,Automatic,Delhi,White,First,Individual,AWD,5.0,93.0,18530192.284,255.0,3400.0,620.0,1600.0
Mercedes-Benz,3500000,2017,72000,Diesel,Automatic,Faridabad,White,First,Individual,AWD,5.0,66.0,14422937.76,168.0,3000.0,400.0,1400.0
Hyundai,1750000,2022,23000,Petrol,Automatic,Delhi,White,First,Individual,FWD,5.0,50.0,12584595.0,138.0,6000.0,242.0,1500.0
Hyundai,425000,2015,11628,Petrol,Manual,Kolkata,Black,First,Individual,FWD,5.0,43.0,10080184.0,81.0,6000.0,114.0,4000.0
Ford,675000,2017,81323,Diesel,Manual,Hyderabad,Silver,First,Individual,FWD,5.0,52.0,11622006.09,99.0,3750.0,205.0,1750.0
Maruti Suzuki,675000,2016,50000,Diesel,Manual,Mohali,Grey,First,Individual,FWD,5.0,48.0,11727722.0,89.0,4000.0,200.0,1750.0
Toyota,1725000,2016,145000,Diesel,Manual,Lucknow,White,First,Individual,RWD,7.0,55.0,15553764.75,148.0,3400.0,343.0,1400.0
Audi,1760000,2017,48000,Petrol,Automatic,Delhi,White,First,Individual,FWD,5.0,50.0,11332214.016,178.0,5100.0,250.0,1250.0
Maruti Suzuki,730000,2017,80000,Diesel,Manual,Kanpur,Yellow,First,Individual,FWD,5.0,48.0,11727722.0,89.0,4000.0,200.0,1750.0
Maruti Suzuki,301000,2011,28513,Petrol,Manual,Ahmedabad,Others,First,Individual,FWD,5.0,42.0,9984397.5,85.0,6000.0,114.0,4000.0
Maruti Suzuki,275000,2011,42000,LPG,Manual,Bhopal,White,Second,Individual,FWD,5.0,28.0,9014462.5,46.0,6200.0,85.0,3500.0
Ford,225000,2013,87000,Diesel,Manual,Mohali,Grey,First,Individual,FWD,5.0,45.0,9097981.2,68.0,4000.0,160.0,2000.0
Maruti Suzuki,285000,2017,45600,Petrol,Manual,Jamshedpur,White,First,Individual,FWD,5.0,35.0,7461361.25,47.0,6000.0,69.0,3500.0
Volkswagen,350000,2013,78000,Diesel,Manual,Dehradun,White,Second,Individual,FWD,5.0,55.0,10919377.856,103.0,4400.0,250.0,1500.0
Rolls-Royce,20000000,2012,55000,Petrol,Automatic,Chennai,White,Third,Individual,RWD,5.0,82.5,16815038.6,570.0,5250.0,780.0,1500.0
Mercedes-Benz,12900000,2021,3000,Diesel,Automatic,Delhi,White,First,Individual,AWD,7.0,90.0,20475022.677,326.0,3600.0,700.0,1200.0
Skoda,1650000,2017,52458,Petrol,Automatic,Mumbai,Black,First,Individual,FWD,5.0,66.0,13437320.632,177.0,5100.0,250.0,1250.0
Maruti Suzuki,265000,2017,30000,CNG,Manual,Kanpur,White,First,Individual,FWD,5.0,35.0,7461361.25,47.0,6000.0,69.0,3500.0
Tata,395000,2017,46992,Petrol,Manual,Gurgaon,White,First,Individual,FWD,5.0,35.0,9470431.17,84.0,6000.0,114.0,3500.0
Honda,500000,2016,54440,Petrol,Manual,Mumbai,Silver,First,Individual,FWD,5.0,40.0,10344444.88,89.0,6000.0,110.0,4800.0
Mahindra,2770000,2019,32000,Diesel,Automatic,Faridabad,Black,First,Individual,AWD,7.0,70.0,17538570.0,178.0,4000.0,420.0,1600.0
Mercedes-Benz,2450000,2015,103000,Diesel,Automatic,Mumbai,White,First,Individual,AWD,5.0,70.0,18472513.744,203.0,4200.0,500.0,1600.0
Audi,3125000,2020,28600,Petrol,Automatic,Lucknow,White,First,Individual,FWD,5.0,63.0,12249405.102,170.0,3800.0,320.0,1400.0
Kia,2950000,2020,72000,Diesel,Automatic,Chandigarh,White,First,Individual,FWD,7.0,60.0,17818997.625,197.0,3800.0,440.0,1750.0
Maruti Suzuki,620000,2016,64906,Diesel,Manual,Varanasi,Grey,First,Individual,FWD,7.0,45.0,12269698.2,89.0,4000.0,200.0,1750.0
Mercedes-Benz,2250000,2016,79000,Diesel,Automatic,Chennai,Red,First,Individual,AWD,5.0,50.0,11904592.392,168.0,3400.0,350.0,1400.0
Maruti Suzuki,565000,2017,64000,Petrol,Manual,Ranchi,Brown,First,Individual,FWD,5.0,43.0,11535034.5,91.0,6000.0,130.0,4000.0
Hyundai,550000,2018,56000,Petrol,Manual,Hyderabad,Grey,First,Individual,FWD,5.0,43.0,9499848.0,81.0,6000.0,114.0,4000.0
Mahindra,1550000,2022,12000,Diesel,Manual,Delhi,White,First,Individual,RWD,7.0,60.0,16179290.4,137.0,3750.0,319.0,1500.0
Maruti Suzuki,711000,2018,67900,Diesel,Manual,Mumbai,Red,First,Individual,FWD,5.0,48.0,11727722.0,89.0,4000.0,200.0,1750.0
Tata,375000,2018,48144,Petrol,Manual,Kolkata,Grey,First,Individual,FWD,5.0,35.0,10289575.608,84.0,6000.0,114.0,3500.0
BMW,4475000,2021,7100,Diesel,Automatic,Chennai,Orange,First,Individual,RWD,5.0,63.0,14065642.92,184.0,4000.0,350.0,1750.0
Porsche,9100000,2022,9000,Petrol,Automatic,Gurgaon,Blue,First,Individual,AWD,5.0,65.0,14665382.592,248.0,5000.0,370.0,1600.0
Maruti Suzuki,245000,2016,64000,Petrol,Manual,Ranchi,Silver,First,Individual,FWD,5.0,35.0,7791023.75,67.0,6000.0,90.0,3500.0
Honda,690000,2016,38000,Diesel,Manual,Patna,Brown,First,Individual,FWD,5.0,40.0,11251071.0,99.0,3600.0,200.0,1750.0
Toyota,944999,2016,65321,Diesel,Manual,Patna,White,First,Individual,RWD,8.0,55.0,14242844.0,101.0,3600.0,200.0,1200.0
Mercedes-Benz,1350000,2014,80000,Petrol,Automatic,Bangalore,White,Third,Individual,FWD,4.0,50.0,10947776.08,121.0,5000.0,200.0,1250.0
Maruti Suzuki,850000,2018,37093,Diesel,Manual,Jalandhar,Red,First,Individual,FWD,5.0,48.0,11727722.0,89.0,4000.0,200.0,1750.0
Volkswagen,1200000,2021,37230,Petrol,Manual,Hyderabad,Grey,First,Individual,FWD,5.0,55.0,10941780.87,109.0,5000.0,175.0,1750.0
Maruti Suzuki,329000,2014,76116,Petrol,Automatic,Mumbai,Red,First,Individual,FWD,5.0,35.0,8985600.0,67.0,6000.0,90.0,3500.0
Honda,300000,2010,83359,Petrol,Manual,Mumbai,White,First,Individual,FWD,5.0,50.0,11532937.5,130.0,6300.0,171.62,4300.0
BMW,4900000,2018,38000,Diesel,Automatic,Ahmedabad,Blue,First,Individual,RWD,5.0,65.0,15018452.784,258.0,4000.0,560.0,1500.0
Hyundai,465000,2019,28000,CNG,Manual,Delhi,White,First,Individual,FWD,5.0,60.0,9263982.0,58.0,5500.0,84.0,4500.0
Skoda,2350000,2018,14120,Petrol,Automatic,Pune,Brown,First,Individual,FWD,5.0,66.0,13437320.632,177.0,5100.0,250.0,1250.0
Hyundai,250000,2014,25000,Petrol,Manual,Meerut,White,First,Individual,FWD,5.0,32.0,8125875.0,55.0,5500.0,75.0,4000.0
MG,1950000,2020,28584,Petrol,Automatic,Hyderabad,Black,First,Individual,FWD,6.0,60.0,15243712.0,141.0,5000.0,250.0,1600.0
Land Rover,3800000,2017,50000,Diesel,Automatic,Mumbai,White,First,Individual,AWD,5.0,57.0,15112632.0,177.0,4000.0,430.0,1750.0
Maruti Suzuki,330000,2017,63200,CNG,Manual,Pimpri-Chinchwad,Grey,First,Individual,FWD,4.0,60.0,7791023.75,58.0,6000.0,78.0,3500.0
Hyundai,409999,2014,55000,Petrol,Manual,Delhi,Silver,First,Individual,FWD,5.0,43.0,9499848.0,81.0,6000.0,114.0,4000.0
Ford,575000,2019,71569,Diesel,Manual,Lucknow,White,First,Individual,FWD,5.0,40.0,10044824.25,99.0,3750.0,215.0,1750.0
